pair_id	chain_ptm_a	chain_ptm_b	min_pae_ab	ptm	iptm
pos_q60698_q62432	0.37	0.45	1.43	0.42	0.48
pos_q8ciz9_q8cj00	0.61	0.45	4	0.47	0.48
pos_q8vdw0_q8bp71	0.57	0.23	1.95	0.36	0.48
pos_q9qxx0_q01705	0.43	0.28	2.7	0.37	0.48
pos_q9z0j7_q6sje0	0.37	0.5	2.62	0.47	0.48
pos_p70326_q61329	0.36	0.28	4.89	0.31	0.48
pos_p70424_q61527	0.48	0.42	2.65	0.47	0.48
pos_q00560_p42227	0.52	0.68	3.93	0.43	0.48
pos_q61527_q6dr98	0.47	0.22	1.47	0.42	0.48
pos_p34971_q91yi4	0.62	0.7	3.59	0.57	0.48
pos_q61483_q64287	0.36	0.48	3.99	0.32	0.48
pos_q91yi4_p34971	0.7	0.62	5.31	0.57	0.48
pos_q99kk2_q62108	0.62	0.46	6.26	0.47	0.48
pos_q9d0f4_p39688	0.24	0.51	2.04	0.42	0.48
pos_q02248_p31001	0.65	0.21	6.05	0.48	0.48
pos_q60929_q62296	0.24	0.53	2.66	0.34	0.48
pos_q61618_q9epq8	0.77	0.25	9.33	0.33	0.48
pos_q61527_p56974	0.47	0.27	1.51	0.41	0.48
pos_p70677_q6ns57	0.69	0.53	8.04	0.5	0.48
pos_p11835_q8cib5	0.56	0.69	5.51	0.43	0.48
pos_q61216_q9r207	0.57	0.39	2.47	0.39	0.48
pos_q9est8_q80w65	0.44	0.76	6.77	0.49	0.48
pos_p29754_o70291	0.74	0.76	7.63	0.65	0.48
pos_q9r216_p27467	0.56	0.76	3.25	0.46	0.48
pos_p25799_q9z1e3	0.48	0.63	4.85	0.48	0.48
pos_q9jhb2_q9d5l7	0.84	0.74	3.52	0.54	0.48
pos_q62165_e9q6r7	0.36	0.33	2.27	0.38	0.48
pos_b2rpy5_p56726	0.53	0.6	4.81	0.56	0.48
pos_o35317_o70477	0.42	0.33	1.19	0.43	0.47
pos_p08046_p37238	0.22	0.54	3.77	0.37	0.47
pos_p15379_p42227	0.28	0.71	3.58	0.46	0.47
pos_p21460_p10923	0.74	0.09	7.68	0.32	0.47
pos_p31750_q8che4	0.63	0.59	9.08	0.54	0.47
pos_p60755_q9d8i2	0.56	0.75	9.55	0.54	0.47
pos_p97299_p22725	0.45	0.76	3.64	0.58	0.47
pos_q61337_q07813	0.17	0.57	4.41	0.38	0.47
pos_q61850_p70323	0.26	0.46	1.82	0.39	0.47
pos_q8brt1_q9wv60	0.3	0.8	8.22	0.34	0.47
pos_q8cfi0_p70340	0.41	0.53	4	0.35	0.47
pos_q9d8d0_q9wu72	0.22	0.48	1.3	0.4	0.47
pos_p35486_q8bfp9	0.81	0.79	7.02	0.65	0.47
pos_q61083_q99p51	0.54	0.52	4.9	0.44	0.47
pos_q6pem6_p49698	0.33	0.54	3.14	0.43	0.47
pos_q8blr9_p38532	0.87	0.25	10.83	0.45	0.47
pos_q9wv08_p63094	0.67	0.55	4.46	0.57	0.47
pos_q02152_o35718	0.54	0.57	6.36	0.43	0.47
pos_q02152_o35718	0.54	0.57	6.34	0.43	0.47
pos_q9r1e0_q8bfp9	0.21	0.8	7.55	0.44	0.47
pos_p50284_q3tbl6	0.34	0.75	5.6	0.38	0.47
pos_q8vcm7_q9eqi5	0.59	0.52	4.39	0.57	0.47
pos_q9jjt9_q9quk6	0.31	0.7	5.82	0.57	0.47
pos_p30285_p01108	0.83	0.23	6.81	0.46	0.47
pos_q8che4_q8bkj9	0.6	0.68	7.43	0.53	0.47
pos_q9et35_q9wu72	0.32	0.48	1.26	0.44	0.47
pos_a0a1b0gr71_p08505	0.22	0.66	8.05	0.3	0.47
pos_p00755_p97432	0.81	0.22	6.45	0.3	0.47
pos_q61526_q6dr98	0.47	0.22	1.48	0.42	0.47
pos_p23204_q04207	0.59	0.43	5.28	0.36	0.47
pos_p29268_q91zx7	0.34	0.45	7.72	0.46	0.47
pos_p40240_q9qy33	0.66	0.62	8.63	0.58	0.47
pos_q01279_p20918	0.37	0.66	10.65	0.45	0.47
pos_q61088_p22725	0.58	0.73	2.56	0.46	0.47
pos_q9cpv9_p48025	0.75	0.72	7.81	0.63	0.47
pos_o89110_q61160	0.46	0.43	1.7	0.44	0.47
pos_p13864_o35718	0.71	0.59	10.91	0.68	0.47
pos_q03059_q9erz4	0.85	0.58	9.68	0.67	0.47
pos_q6p5h2_p20152	0.22	0.31	1.22	0.29	0.47
pos_q9et78_q62407	0.44	0.3	7.5	0.36	0.47
pos_p70424_q61526	0.48	0.35	3.26	0.45	0.47
pos_q9eqy0_p20029	0.43	0.67	3.87	0.45	0.47
pos_a0a2r8vhr8_p20029	0.27	0.73	4.54	0.71	0.47
pos_f6van0_p20029	0.24	0.72	4.18	0.46	0.47
pos_o08734_p10417	0.37	0.61	6.58	0.45	0.47
pos_p06537_q9wvc6	0.38	0.65	6.65	0.43	0.47
pos_p08505_p35951	0.66	0.55	2.49	0.54	0.47
pos_p21275_p48787	0.69	0.36	6.42	0.59	0.47
pos_p23188_p04202	0.61	0.61	7.35	0.51	0.47
pos_p25799_p42227	0.52	0.68	7.21	0.55	0.47
pos_p47811_o88942	0.87	0.35	10.09	0.41	0.47
pos_q00724_p07309	0.8	0.73	6.9	0.65	0.47
pos_q61115_q62226	0.68	0.47	5.96	0.62	0.47
pos_q61221_q8vhl1	0.42	0.82	7.57	0.43	0.47
pos_q9qur7_p98083	0.82	0.35	22.93	0.32	0.47
pos_q9qyy0_q60631	0.23	0.6	2.9	0.27	0.47
pos_q9r229_q9wv56	0.51	0.51	1.28	0.47	0.47
pos_q9wvs8_q9wut3	0.49	0.54	2.1	0.44	0.47
pos_q9z139_p22725	0.37	0.74	10.06	0.37	0.47
pos_o08538_q02858	0.44	0.47	2.33	0.47	0.47
pos_p97929_q3u0p1	0.38	0.37	2.35	0.38	0.47
pos_q61140_q9qzk2	0.24	0.44	1.32	0.38	0.47
pos_d3z6f0_p05480	0.8	0.51	6.7	0.48	0.47
pos_p25962_q8veb1	0.65	0.78	6.57	0.65	0.47
pos_p37238_q8bfp9	0.53	0.79	5.42	0.46	0.47
pos_q68fe2_q99ku0	0.67	0.65	8.92	0.59	0.47
pos_q9est8_p11416	0.46	0.57	6.35	0.37	0.47
pos_q9wti7_p51667	0.62	0.39	5.65	0.56	0.47
pos_q60613_q8r071	0.66	0.55	5.25	0.55	0.47
pos_q8k212_p47936	0.4	0.77	9.39	0.36	0.47
pos_q9jhg7_q3up38	0.88	0.28	7.01	0.63	0.47
pos_o35716_p42227	0.71	0.65	6.68	0.64	0.47
pos_b2rws6_q8blr9	0.42	0.86	12.93	0.4	0.47
pos_q8btm8_p38647	0.31	0.68	12.23	0.37	0.47
pos_o70325_p38647	0.8	0.72	9.08	0.67	0.47
pos_a2ajx4_q8c142	0.49	0.46	6.24	0.48	0.47
pos_p97313_p27641	0.66	0.59	5.27	0.62	0.47
pos_p29754_q5hzj0	0.73	0.65	11.87	0.62	0.47
pos_q9z2f6_p25799	0.52	0.47	3.84	0.45	0.47
pos_q99kk2_q9z0u1	0.62	0.39	5.21	0.39	0.47
pos_q61521_q01279	0.3	0.46	1.73	0.47	0.47
pos_o08537_o70343	0.48	0.21	4.29	0.31	0.47
pos_p19157_q6ns57	0.88	0.53	12.18	0.49	0.47
pos_q9est8_q8c437	0.43	0.51	2.93	0.34	0.47
pos_q923a2_p42227	0.27	0.69	8.7	0.51	0.47
pos_q02248_e9q8g4	0.68	0.18	6.65	0.48	0.47
pos_q9est8_q04207	0.5	0.44	1.69	0.48	0.47
pos_a0a2r8vk23_p28700	0.53	0.46	3.64	0.48	0.47
pos_o89100_o54957	0.52	0.13	3.58	0.39	0.46
pos_p21237_q9z0w1	0.45	0.38	2.11	0.43	0.46
pos_p30554_q8bmt0	0.73	0.85	4.14	0.6	0.46
pos_p47811_q60795	0.86	0.22	6.86	0.47	0.46
pos_p61963_q9r210	0.88	0.22	7.03	0.48	0.46
pos_p97489_p63166	0.18	0.68	6.29	0.23	0.46
pos_q61056_q91wd2	0.71	0.69	8.11	0.58	0.46
pos_q61572_p70323	0.26	0.46	2.23	0.38	0.46
pos_p30987_p36423	0.76	0.83	7.63	0.64	0.46
pos_p30987_p36423	0.76	0.83	7.65	0.64	0.46
pos_q8blr9_p38532	0.89	0.25	10.53	0.46	0.46
pos_q9wua6_p70677	0.74	0.72	6.59	0.54	0.46
pos_o88854_d3z752	0.72	0.22	3.04	0.63	0.46
pos_p0dpb4_p61080	0.22	0.87	9.9	0.3	0.46
pos_p30561_o35437	0.34	0.34	1.74	0.37	0.46
pos_p97295_q62461	0.7	0.74	6.28	0.6	0.46
pos_p97295_q62461	0.7	0.74	6.92	0.63	0.46
pos_q00623_p16301	0.28	0.83	8.74	0.63	0.46
pos_q8ven2_q8bmp4	0.48	0.67	6.42	0.58	0.46
pos_q9eqd0_p22725	0.55	0.72	4.28	0.46	0.46
pos_o88351_p56477	0.73	0.42	8.75	0.54	0.46
pos_p08414_q62407	0.53	0.3	10.62	0.31	0.46
pos_p0dpb4_p61080	0.22	0.87	9.86	0.3	0.46
pos_p11798_q62407	0.54	0.31	10.95	0.32	0.46
pos_p26361_p04202	0.66	0.44	5.74	0.62	0.46
pos_p29754_q63844	0.74	0.78	7.56	0.57	0.46
pos_p97295_q62461	0.71	0.74	6.88	0.63	0.46
pos_q8k1m6_p39054	0.51	0.46	7.33	0.49	0.46
pos_q8ven2_q8bmp4	0.48	0.67	6.37	0.58	0.46
pos_o08734_q9jk48	0.68	0.56	7.27	0.44	0.46
pos_o35219_q9wvc6	0.44	0.63	5.71	0.4	0.46
pos_p70658_q9eqi5	0.75	0.46	3.76	0.69	0.46
pos_q8r0x2_q923e4	0.53	0.49	2.43	0.43	0.46
pos_o08579_q920g9	0.21	0.75	4.8	0.58	0.46
pos_q6nzm9_o54864	0.43	0.71	7.21	0.39	0.46
pos_o88410_q9z126	0.7	0.46	4.19	0.62	0.46
pos_q9z1p5_q6phu5	0.21	0.75	4.54	0.62	0.46
pos_p30416_p07901	0.57	0.59	4.1	0.55	0.46
pos_p63085_p70302	0.87	0.31	6.38	0.41	0.46
pos_q3tsg4_q8bgw1	0.55	0.84	7.2	0.55	0.46
pos_q64378_q04207	0.74	0.39	9.48	0.47	0.46
pos_q8bx10_o35129	0.73	0.52	9.11	0.54	0.46
pos_q91vj1_q9epb4	0.53	0.52	4.29	0.51	0.46
pos_p07901_q9r000	0.6	0.44	2.67	0.49	0.46
pos_p31240_p26618	0.41	0.39	2.18	0.41	0.46
pos_p31750_p35918	0.64	0.32	7.81	0.35	0.46
pos_p36895_p43027	0.58	0.54	2.3	0.41	0.46
pos_p42227_q00899	0.69	0.24	9.48	0.54	0.46
pos_q01147_p42227	0.2	0.71	6.3	0.56	0.46
pos_q61039_p26687	0.34	0.4	0.96	0.42	0.46
pos_q61088_p22726	0.59	0.77	2.32	0.48	0.46
pos_q99mk9_p46938	0.65	0.16	5.2	0.39	0.46
pos_o35607_p47811	0.38	0.86	8.1	0.38	0.46
pos_p16951_p47811	0.2	0.85	5.13	0.47	0.46
pos_p23188_p53690	0.61	0.48	6.54	0.45	0.46
pos_p30728_p05132	0.57	0.85	5.85	0.49	0.46
pos_p47811_q8n7n6	0.86	0.33	5.85	0.5	0.46
pos_p70268_p63001	0.49	0.78	12.53	0.44	0.46
pos_p97434_q9quk6	0.22	0.68	8.67	0.47	0.46
pos_q08369_q6p9z1	0.16	0.49	2.45	0.35	0.46
pos_q60843_p52633	0.21	0.72	5.79	0.58	0.46
pos_q63961_p04202	0.45	0.66	4.05	0.47	0.46
pos_q6gqt6_q3u1n2	0.35	0.49	2.75	0.46	0.46
pos_o35082_q9jhi8	0.81	0.66	10.22	0.69	0.46
pos_p25446_p41047	0.37	0.49	2.49	0.44	0.46
pos_p28028_q99n57	0.42	0.46	2.24	0.46	0.46
pos_q61026_q61179	0.23	0.44	3.66	0.27	0.46
pos_o08796_q8bxk4	0.52	0.61	6.48	0.41	0.46
pos_o70421_p22725	0.53	0.73	3	0.44	0.46
pos_p05480_o70145	0.55	0.4	5.48	0.4	0.46
pos_p07901_q0kl01	0.64	0.29	9.41	0.52	0.46
pos_p34971_q99mk8	0.61	0.82	6.41	0.66	0.46
pos_p55292_q9jhb2	0.34	0.83	12.21	0.36	0.46
pos_p63094_q7ts72	0.57	0.43	7.26	0.34	0.46
pos_q8bg36_p23204	0.17	0.58	4.12	0.37	0.46
pos_q91yi4_p41593	0.69	0.51	5.05	0.51	0.46
pos_q99m31_p48281	0.71	0.59	6.47	0.6	0.46
pos_q78ik4_q9wv60	0.23	0.81	5.59	0.58	0.46
pos_q9jkp8_q99p51	0.53	0.49	5.15	0.37	0.46
pos_q5fw85_p10923	0.6	0.1	2.6	0.48	0.46
pos_q543v3_q99p51	0.28	0.54	7.84	0.28	0.46
pos_o88653_q7ts72	0.84	0.43	15.46	0.38	0.46
pos_q80wy3_q9wue3	0.27	0.88	7.66	0.48	0.46
pos_q64430_q91y86	0.45	0.73	7.23	0.42	0.46
pos_p47879_q61315	0.35	0.33	8.35	0.35	0.46
pos_q62120_q924a0	0.73	0.22	9.35	0.61	0.46
pos_p54099_q8r4b8	0.7	0.51	10.64	0.51	0.46
pos_q02248_q9cq73	0.65	0.58	5.47	0.44	0.46
pos_q8vi38_q8k394	0.79	0.74	13.58	0.63	0.46
pos_q8cfn5_q8cgy8	0.24	0.76	7.19	0.61	0.46
pos_p97305_q9cr16	0.29	0.8	9.93	0.34	0.46
pos_q5eg47_p42227	0.57	0.7	8.42	0.6	0.46
pos_q8r1y2_a0a1w2p736	0.49	0.46	6.4	0.39	0.46
pos_q8vdn2_q6r0h7	0.77	0.3	3.67	0.51	0.46
pos_a2auy4_q9d832	0.38	0.48	5.73	0.37	0.46
pos_o55111_q02257	0.34	0.65	3.87	0.41	0.45
pos_p01101_p37238	0.21	0.56	3.64	0.4	0.45
pos_p01580_p15261	0.66	0.46	13.61	0.47	0.45
pos_p11103_p28661	0.67	0.54	4.6	0.56	0.45
pos_p47811_o88393	0.83	0.36	11.32	0.41	0.45
pos_q60793_p63280	0.21	0.91	8.14	0.35	0.45
pos_q61041_q9eps2	0.73	0.35	3.05	0.67	0.45
pos_q61645_q60641	0.45	0.48	4.5	0.39	0.45
pos_q9z2v6_q60974	0.41	0.22	3.32	0.33	0.45
pos_p01108_q99j95	0.25	0.78	6.69	0.49	0.45
pos_p30987_p36423	0.76	0.83	7.85	0.64	0.45
pos_p63094_q9ep66	0.57	0.74	6.62	0.61	0.45
pos_p70288_q9qzm4	0.75	0.34	14.78	0.53	0.45
pos_q61411_p52194	0.76	0.57	8.96	0.52	0.45
pos_q8bfp9_p35486	0.8	0.81	6.37	0.65	0.45
pos_q91y47_o35536	0.75	0.47	8.41	0.62	0.45
pos_q91yi4_p23242	0.7	0.52	11.13	0.46	0.45
pos_o88854_d3z752	0.71	0.22	3.17	0.62	0.45
pos_q03358_p22725	0.27	0.77	4.69	0.53	0.45
pos_q61735_p38647	0.6	0.74	3.99	0.61	0.45
pos_q91y86_p59941	0.81	0.76	8.33	0.52	0.45
pos_q9ep52_p13297	0.49	0.26	4.37	0.3	0.45
pos_o35927_p18293	0.43	0.45	2.76	0.46	0.45
pos_q01279_p56974	0.44	0.26	1.52	0.39	0.45
pos_q8blr9_p35918	0.83	0.32	7.95	0.33	0.45
pos_q8bpt6_q923q2	0.7	0.54	12.1	0.5	0.45
pos_q8r071_q9d5l7	0.59	0.79	8.37	0.46	0.45
pos_p10417_o55003	0.65	0.19	2.56	0.49	0.45
pos_p11881_q3u132	0.68	0.16	4.21	0.64	0.45
pos_p52332_q9r117	0.66	0.64	5.19	0.55	0.45
pos_q61221_p01139	0.44	0.5	8.07	0.45	0.45
pos_q9jlv1_q9wud1	0.21	0.57	3.53	0.32	0.45
pos_p20491_p0c191	0.43	0.55	4.7	0.46	0.45
pos_p61014_q9cqd6	0.47	0.51	3.75	0.51	0.45
pos_q00724_o70491	0.71	0.72	5.99	0.63	0.45
pos_q8bxk9_p26043	0.84	0.7	12.42	0.61	0.45
pos_q9z2v6_p28867	0.41	0.5	4.12	0.34	0.45
pos_b0lae7_q60929	0.01	0.26	10.64	0.26	0.45
pos_p37172_q9wv56	0.56	0.63	4.34	0.42	0.45
pos_p55284_p30999	0.35	0.49	3.4	0.42	0.45
pos_q61532_o54992	0.49	0.61	2.44	0.47	0.45
pos_q8bmf4_q9d051	0.41	0.84	6.05	0.42	0.45
pos_q9wv08_p21279	0.67	0.58	4.67	0.57	0.45
pos_b0lae7_c3vpr6	0.01	0.49	16.43	0.49	0.45
pos_p31955_q01279	0.22	0.47	1.68	0.46	0.45
pos_p99029_q9quk6	0.62	0.69	16.16	0.63	0.45
pos_q60751_p09535	0.38	0.31	2.29	0.39	0.45
pos_q61483_q01705	0.35	0.28	2.7	0.32	0.45
pos_q9jlv5_q80ue6	0.7	0.32	6.49	0.42	0.45
pos_o35608_q02858	0.45	0.47	3.21	0.47	0.45
pos_p30561_q9wtl8	0.33	0.38	1.37	0.41	0.45
pos_p31245_p41778	0.27	0.42	1.54	0.4	0.45
pos_q61501_q8bun5	0.26	0.64	5.64	0.41	0.45
pos_a2a6m5_q91vr7	0.36	0.79	7.31	0.33	0.45
pos_p27512_p27548	0.46	0.51	3.59	0.48	0.45
pos_p38647_p47878	0.55	0.35	2.52	0.44	0.45
pos_p47811_p25118	0.86	0.34	11.43	0.51	0.45
pos_p97434_q9quk6	0.22	0.67	9.2	0.47	0.45
pos_q01279_p70424	0.43	0.47	2.62	0.47	0.45
pos_q01279_q06186	0.46	0.25	1.98	0.46	0.45
pos_q60823_p35569	0.74	0.28	11.43	0.35	0.45
pos_q99mk8_p60324	0.82	0.33	8.21	0.72	0.45
pos_q9ji71_q01705	0.36	0.29	2.51	0.32	0.45
pos_q9qur7_q62432	0.81	0.62	12.63	0.52	0.45
pos_q9wvs4_p50114	0.69	0.7	7.36	0.59	0.45
pos_o35219_q9wvc6	0.44	0.63	5.99	0.4	0.45
pos_p01132_q01279	0.6	0.44	2.74	0.44	0.45
pos_q91yi1_o70405	0.4	0.33	1.68	0.32	0.45
pos_q9qxx0_p31695	0.45	0.3	2.99	0.39	0.45
pos_p11798_o08537	0.6	0.47	2.93	0.4	0.45
pos_p16054_p68040	0.48	0.85	9.76	0.4	0.45
pos_p34971_q8veb1	0.62	0.78	5.2	0.63	0.45
pos_p63094_q9jiq8	0.57	0.68	4.72	0.48	0.45
pos_q5eg47_q99jz7	0.56	0.18	5.85	0.4	0.45
pos_q60644_q9est8	0.53	0.44	7.55	0.37	0.45
pos_q61735_q8k1b8	0.61	0.72	4.71	0.61	0.45
pos_q6pcx7_q9est8	0.57	0.5	7.89	0.49	0.45
pos_p29754_q9epq8	0.76	0.24	6.66	0.31	0.45
pos_q9r098_p16056	0.65	0.53	7.22	0.48	0.45
pos_q9epq8_p29754	0.24	0.75	9.5	0.32	0.45
pos_p29754_p35569	0.76	0.28	6.1	0.33	0.45
pos_q9d2n4_q62165	0.46	0.32	3.06	0.34	0.45
pos_q6ns57_q78j03	0.53	0.64	11.6	0.53	0.45
pos_p97305_q99p51	0.29	0.54	6.07	0.28	0.45
pos_q99ld8_q80wy3	0.9	0.26	6.33	0.53	0.45
pos_o70325_a0a0r4j135	0.8	0.92	8.87	0.78	0.45
pos_q3u4c5_e9qaq5	0.79	0.79	10.06	0.66	0.45
pos_q99j95_q9eqh2	0.77	0.87	7.84	0.68	0.45
pos_q01279_a0a6i8mww5	0.45	0.23	1.78	0.41	0.45
pos_a0a2r8vk23_q8ve70	0.53	0.74	8.92	0.5	0.45
pos_p25799_q5bkp2	0.48	0.63	3.64	0.46	0.45
pos_b2rws6_q9wtn3	0.39	0.54	5.71	0.38	0.44
pos_o08997_q64446	0.65	0.45	14.92	0.44	0.44
pos_o09106_o08530	0.74	0.67	8.39	0.57	0.44
pos_p10417_p97445	0.56	0.62	11.91	0.59	0.44
pos_p20067_p10085	0.36	0.3	0.93	0.36	0.44
pos_p23359_p36895	0.6	0.57	2.96	0.41	0.44
pos_p35969_p49766	0.37	0.38	5.66	0.38	0.44
pos_q61056_q9epk8	0.73	0.61	7.67	0.55	0.44
pos_q62432_q3tkt4	0.55	0.34	9.4	0.32	0.44
pos_q91zx7_p63085	0.44	0.73	15	0.45	0.44
pos_q99jz7_q9d7r7	0.15	0.85	5.61	0.48	0.44
pos_o35718_p01582	0.68	0.52	7.66	0.41	0.44
pos_q8qzx0_p0c605	0.67	0.7	9.44	0.56	0.44
pos_o35718_p22858	0.74	0.18	9.03	0.5	0.44
pos_p25799_q5bkp2	0.48	0.64	4.18	0.46	0.44
pos_p28652_q6pdn3	0.51	0.3	9.1	0.33	0.44
pos_p29754_p35918	0.71	0.33	10.62	0.35	0.44
pos_q02248_q04887	0.67	0.22	7.4	0.49	0.44
pos_q3ukc1_q8c878	0.23	0.67	6.37	0.41	0.44
pos_q8bh93_q99p51	0.09	0.58	4.14	0.36	0.44
pos_q99p51_q02384	0.51	0.57	10.73	0.52	0.44
pos_p19091_o70433	0.37	0.38	2.97	0.4	0.44
pos_p23804_p23204	0.24	0.58	4.49	0.38	0.44
pos_p28293_p54320	0.84	0.13	7.58	0.31	0.44
pos_q07174_p16056	0.63	0.53	7.87	0.46	0.44
pos_q3umr5_q810s1	0.42	0.4	3.64	0.46	0.44
pos_q61160_p25118	0.48	0.34	5.64	0.34	0.44
pos_q91vh1_q99mk8	0.69	0.83	9.09	0.63	0.44
pos_q9jl56_q00731	0.87	0.3	4.58	0.55	0.44
pos_q9jm05_p02340	0.53	0.53	6	0.39	0.44
pos_q9qye5_q61982	0.4	0.27	2.71	0.36	0.44
pos_o54908_q91vn0	0.32	0.56	4.5	0.55	0.44
pos_p29452_q9jke2	0.6	0.49	4.16	0.43	0.44
pos_p97864_q8c3q9	0.61	0.51	7.45	0.5	0.44
pos_q91vr7_q9cqv6	0.84	0.83	5.52	0.66	0.44
pos_p39428_p39429	0.45	0.4	1.63	0.44	0.44
pos_p70288_q9z2v6	0.74	0.42	8.95	0.36	0.44
pos_p97414_p05132	0.49	0.83	8.47	0.45	0.44
pos_q80xd8_p22777	0.09	0.85	7.23	0.67	0.44
pos_q8bk64_p70671	0.41	0.54	3.73	0.39	0.44
pos_q91x20_q8bx09	0.46	0.65	2.24	0.46	0.44
pos_q9z0j4_q8bsk8	0.59	0.55	7.09	0.53	0.44
pos_p10148_p17515	0.45	0.57	4.38	0.46	0.44
pos_o35607_p26883	0.38	0.87	12.12	0.36	0.44
pos_p07141_p09581	0.31	0.41	1.68	0.42	0.44
pos_p23578_o88509	0.6	0.45	8.91	0.45	0.44
pos_p25322_q61286	0.77	0.19	6.62	0.36	0.44
pos_p31750_p14142	0.69	0.78	9.69	0.63	0.44
pos_p54763_p47811	0.39	0.83	12.13	0.42	0.44
pos_q61527_q06186	0.47	0.25	2	0.47	0.44
pos_q9ji71_o35516	0.35	0.28	2.59	0.31	0.44
pos_b2ruj5_o70589	0.28	0.44	2.07	0.37	0.44
pos_o35682_o09039	0.78	0.27	11.67	0.4	0.44
pos_o54957_p48025	0.1	0.75	4.35	0.6	0.44
pos_p31240_p05622	0.39	0.39	2.35	0.41	0.44
pos_p70671_p70434	0.54	0.44	8.57	0.43	0.44
pos_q01279_p32883	0.43	0.73	15.36	0.44	0.44
pos_q01279_q99mk8	0.38	0.79	8.66	0.43	0.44
pos_q08775_p59941	0.27	0.78	6.9	0.37	0.44
pos_q61221_p26687	0.44	0.36	3.17	0.44	0.44
pos_q8bvz5_p30875	0.5	0.71	6.48	0.58	0.44
pos_q9jip6_p27467	0.58	0.76	3.9	0.46	0.44
pos_q9z1s8_q60631	0.24	0.53	3.09	0.25	0.44
pos_o08997_q64430	0.65	0.46	15.59	0.45	0.44
pos_o35930_q8ciz8	0.39	0.46	3.91	0.43	0.44
pos_q08857_p27870	0.82	0.57	8.38	0.45	0.44
pos_q60631_q62245	0.58	0.57	10.39	0.52	0.44
pos_q8bun5_q64318	0.63	0.18	7.5	0.32	0.44
pos_q9wv60_o35516	0.78	0.3	14.61	0.32	0.44
pos_a2rry9_q9d883	0.19	0.63	8.41	0.27	0.44
pos_o88895_q9est8	0.8	0.44	8.33	0.41	0.44
pos_p05480_q8k4q7	0.58	0.8	10.93	0.58	0.44
pos_q62312_p04202	0.54	0.54	3.17	0.39	0.44
pos_q7ts72_p05480	0.44	0.61	7.55	0.46	0.44
pos_q9wua6_q9wv60	0.67	0.8	6.97	0.46	0.44
pos_q9wv60_q9est8	0.79	0.44	11.13	0.47	0.44
pos_q9z1e3_o88351	0.64	0.71	3.65	0.64	0.44
pos_q9qyc0_q62261	0.42	0.33	8.34	0.38	0.44
pos_q9wv60_q7ts72	0.8	0.43	10.87	0.49	0.44
pos_e9qm92_p08226	0.45	0.47	3.48	0.44	0.44
pos_q91y86_q6pcx7	0.72	0.58	8.5	0.48	0.44
pos_q9wtu6_o35084	0.71	0.79	6.84	0.6	0.44
pos_p60954_q9jhb2	0.28	0.84	6.73	0.47	0.44
pos_q61839_q6vvw5	0.16	0.46	1.69	0.45	0.44
pos_q8bza9_q8cfu8	0.87	0.18	5.31	0.57	0.44
pos_q61315_q02248	0.33	0.64	12.1	0.37	0.44
pos_p11798_q6ns57	0.55	0.54	12.04	0.51	0.44
pos_q02248_o55134	0.62	0.31	8.63	0.38	0.44
pos_a2ajx4_q80w65	0.52	0.77	13.33	0.51	0.44
pos_p33587_q06194	0.66	0.61	14.87	0.56	0.44
pos_q80td3_q7tt45	0.48	0.61	6.51	0.48	0.44
pos_q9qum0_q7ts72	0.62	0.41	4.28	0.47	0.44
pos_q62073_q9est8	0.47	0.43	3.59	0.33	0.44
pos_q9eqd0_p22725	0.56	0.73	4.19	0.44	0.44
pos_b7znf6_p18293	0.43	0.45	2.76	0.46	0.44
pos_p16872_q91za6	0.46	0.43	1.84	0.37	0.44
pos_p25916_q8che4	0.49	0.6	9.05	0.58	0.43
pos_p29452_p10749	0.62	0.54	6.43	0.49	0.43
pos_p29477_p29477	0.46	0.45	3.12	0.45	0.43
pos_p35569_q9qui0	0.28	0.83	13.56	0.28	0.43
pos_p70288_o08530	0.72	0.67	9.83	0.55	0.43
pos_p84309_p48757	0.63	0.18	3.14	0.61	0.43
pos_q3tta7_p48025	0.39	0.7	4.09	0.39	0.43
pos_q61188_q4jk59	0.64	0.34	4.98	0.38	0.43
pos_q8cin4_q9r210	0.6	0.25	6.75	0.41	0.43
pos_q99mk8_q60778	0.82	0.61	6.66	0.61	0.43
pos_q9qye5_q01705	0.37	0.28	2.91	0.35	0.43
pos_q9z0g0_q3uh93	0.49	0.48	7.8	0.45	0.43
pos_q8r579_q9est8	0.38	0.44	2.58	0.41	0.43
pos_q9erz4_p47811	0.59	0.83	10.49	0.54	0.43
pos_q9z2h7_q0p543	0.48	0.59	5.31	0.42	0.43
pos_p19783_q8r071	0.3	0.57	8.82	0.46	0.43
pos_p19783_q8r071	0.3	0.57	8.85	0.46	0.43
pos_p29754_p52800	0.72	0.43	5.99	0.48	0.43
pos_q3un02_q9qul7	0.86	0.71	6.05	0.56	0.43
pos_q60748_q01776	0.6	0.74	9.68	0.56	0.43
pos_q60748_q01776	0.59	0.74	9.68	0.56	0.43
pos_q9est8_q04863	0.45	0.43	2.08	0.45	0.43
pos_q9qy05_p06804	0.3	0.6	4.51	0.45	0.43
pos_p32299_p20444	0.7	0.65	9.79	0.58	0.43
pos_q6pdx6_q6a4j8	0.23	0.53	2.17	0.46	0.43
pos_q8k5b1_o70458	0.49	0.47	6.43	0.44	0.43
pos_q99kr7_q923e4	0.76	0.48	10.96	0.41	0.43
pos_q9qye5_o35516	0.37	0.26	2.92	0.36	0.43
